,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
316,92976,439.5,02090,POINT (335703.8601555038 1653574.7780450683),2017,4,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,489.9164215768779,93.49421844924129,89.1102425163817,0.0,11096.417758421652
317,93049,13.4,02240,POINT (415811.8040832146 1590834.2172034862),2022,8,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.58528430948392,608.5539979509201,121.36649419175382,41.320738070817406,12837.193225012517
322,93223,10.0,02050,POINT (-383420.054075848 1192164.9497046638),2016,7,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13470.67605069216,1437.3972456534402,6727.59486023501,63547.815147237394,12234.440531750057
325,93366,45.2,02290,POINT (482968.2006789825 1885814.7304342114),2019,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5878.694312491287,155.6797853419721,922.7801772977097,2031.438899504591
328,93508,9826.3,02240,POINT (460250.27852634375 1605541.1407925668),2015,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,575.6997273068733,368.9653661485873,0.0,1551.1253773076496,26724.266833829883
329,93620,48.3,02188,POINT (-412655.61995146814 1973857.6917920057),2018,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163678.1904498143,298598.9590170252,51698.43489924059,301829.59470269294,244981.16068449768
332,93691,64.8,02290,POINT (-179655.4784218907 1625100.7226091227),2017,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1837.0240263368298,3056.915391082588,0.0,9271.00926216646,250.98438807449705
333,93754,171.1,02290,POINT (420247.92477033235 2012354.704392619),2017,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41.27206858975341,826.2416497395533,0.0,24352.53792680327,42280.902376221704
334,93766,452.1,02068,POINT (139765.86846746228 1492151.2912942234),2015,6,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4716.845863877885,12409.76922906454,0.0,12116.15398303655,17600.69051260011
337,93919,558.0,02050,POINT (-158191.75674868704 1287920.154811783),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2212.4466983761267,882.2862651032137,142.83672035030577,274.84475670488615,496.8944869438984
338,93973,11357.2,02290,POINT (23935.437479792992 1546591.6580009249),2015,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,329.8054103062223,96.20738937030254,23061.85663552866,26287.043463402926
340,94026,2419.1,02290,POINT (506179.1623705793 1995125.104485411),2017,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11230.589048213678,3712.339461106463,32938.34247407143,40508.98711894623
341,94067,39550.0,02050,POINT (-290484.98170010245 1325716.9427126849),2015,6,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2855.680219976849,13144.466734729085,0.0,27638.30580927157,36411.40297674408
348,94437,782.4,02050,POINT (-208542.4805744404 1239798.865478997),2019,6,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.739046660201748,5323.295966300432,0.0,6877.070077464179,9078.904231465285
351,94625,31089.9,02290,POINT (49319.07249587156 1608759.9509200784),2015,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1627.0807709384903,1321.248076978512,0.0,44747.97762532574,41525.40292114883
354,94809,252.5,02290,POINT (-130598.28589516977 1713859.967788573),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,675.0486063630128,605.2079990591643,0.0,6809.474695034186,2091.130852320174
355,94842,983.5,02240,POINT (596106.5693980491 1551575.951768479),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2363.729520616682,268.43060195457656,0.0,617.6079335551327,35181.06911343875
356,94850,25259.8,02050,POINT (-338866.84498388355 1263260.9606450584),2015,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9714.306754591777,9207.841258394245,8780.779982377313,41439.472215974914,18286.510589629015
374,95844,162.0,02290,POINT (-236785.2135849692 1679389.1386665858),2014,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55128.837178167254,59078.50520233893,0.0,56029.43471169715,55977.07394827783
384,96507,29714.4,02290,POINT (-1680.7452799395917 1523483.7830809515),2018,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.726459538612236,3887.1077678957436,0.0,24240.94438193506,28491.46578680579
388,96780,124.0,02240,POINT (361149.794893301 1570652.743348617),2016,9,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7209.841544114342,19168.287555703235,0.0,18068.612645600377,22728.741843934393
396,97289,31917.0,02290,POINT (29465.141965285937 1430164.2316049174),2015,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,78.78708765086286,0.0,418.3607328881662,876.7832478397022,2494.667252933118
397,97291,778.0,02020,POINT (230297.2312363904 1233857.5807674346),2016,7,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3200.489353850043,89.63558574753286,279.3122812028592,12189.757747666668,4447.791095810047
399,97335,13.6,02290,POINT (-63511.18481523467 1736938.4537675844),2018,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,421.90167450849964,0.0,690.7485214625091,14687.290825577085,8992.839225548343
405,97583,10481.2,02290,POINT (-218168.2957244512 1769877.0723534906),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38681.14849602489,40521.761935097864,2520.839566719586,40446.65034285957,40425.9857754743
417,98108,36.0,02290,POINT (46928.32434695049 1904624.4979327405),2016,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,117094.66120927974,1843.7128445846283,117457.14412557839,2706.092825109063
420,98179,27.5,02188,POINT (-149845.85175756316 1893872.033341753),2020,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8330.961293403636,106722.84622759037,529.156558622499,107099.02217486217,8751.32474809146
426,98346,21698.0,02180,POINT (-487485.3882247267 1756236.338991688),2015,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179752.34133458108,180335.97919862668,22420.74132319301,305849.546346157,270930.36777351215
431,98601,54036.0,02290,POINT (33512.04517057301 1767794.4325208687),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,10854.062177502876,445.34882169058443,12956.682075746492,6076.320270276956
437,98874,24.5,02240,POINT (424081.8799056111 1576803.6059624813),2019,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.564842539910074,1894.2352486030225,101.27975640245494,0.0,8765.67775626716
452,99439,16.8,02290,POINT (-280747.2111808486 1347070.056966373),2021,7,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4946.961956198916,13265.460807442014,139.09967377477466,19882.28472140428,21073.223244956425
453,99530,40906.4,02290,POINT (440455.7478364251 1977621.459052539),2017,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2346.644969718895,122.28633717907404,11163.041045180582,18084.856692893434
457,99653,35.4,02290,POINT (79311.74524304998 1543880.4358970225),2018,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,815.8851125877123,1512.8853360054982,972.9048861721429,2297.141908995515
458,99773,773.0,02050,POINT (-406461.7217394259 1267594.2040896986),2017,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28623.31594556707,35334.322687739616,50476.611153519916,105642.67341489303,78816.80697758749
462,100002,78.8,02068,POINT (117464.77695189306 1555771.101680194),2017,5,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337.25846809521937,117.92851417391151,523.3786566173702,0.0,294.1167303105215
464,100058,263.6,02240,POINT (577854.7330470482 1736377.060478509),2015,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.72966975383239,979.8298356537184,0.0,753.4596075114662,1623.9297106517133
467,100258,1217.3,02290,POINT (-140309.66160882098 1541196.265329895),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,235.32935035356115,530.2606941463999,0.0,11315.338391179015,4729.362841194123
468,100264,254.5,02290,POINT (133664.10303717665 1713514.9495425199),2020,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,450.74919642374005,3554.220273265704,1568.9096894441002,38598.79238184525
469,100384,6246.1,02290,POINT (460896.65834112663 1906230.9261607747),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,174.84303731163922,3526.6408788963963,0.0,653.7748967556337,1540.5973455269148
470,100462,65.0,02290,POINT (177167.00271060056 1994685.621490448),2022,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,76039.34466481699,16603.821053092004,87035.81125408602,76720.07862947842
474,100595,8126.8,02290,POINT (306182.6028002165 1952748.5028848257),2021,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2633.5344650323586,1133.7298083210064,3701.945150137392,29366.633903122518
476,100708,12510.1,02290,POINT (504421.81890598836 1924484.746013514),2017,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5209.908082994625,2648.0603599862175,5961.637742998819,7996.114509321829
480,100890,89909.9,02158,POINT (-483297.4042997664 1436381.4388094132),2022,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16438.613316714265,22178.359985646537,15392.101932652125,128458.88228697743,130259.52675287722
482,101015,22.0,02170,POINT (205951.04060405854 1345455.3154675695),2015,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,175.7991072401021,0.0,4311.070487045502,5141.523863757092,76525.21185589826
483,101035,237.1,02290,POINT (413434.0864684736 1885683.0677107093),2020,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41358.18430899024,11227.606524607854,1376.7793610737845,0.0,2937.361448651464
496,101740,2847.8,02290,POINT (331195.9178910522 1907027.8026986397),2016,6,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6915.935096929267,6316.2922964367735,0.0,2240.2728047929368,615.2932471863467
497,101784,15814.3,02290,POINT (-361556.8839393369 1398811.6124831336),2015,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13807.932652275998,11083.801297669195,0.0,20604.910520538913,19137.15424597401
505,102348,42.2,02290,POINT (24406.65205711574 1703750.8138687136),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1924.132676302896,15081.760269320852,7054.742015347665,15136.622874106599
510,102599,1009.0,02050,POINT (-495225.64578962605 1268196.966292793),2015,6,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41433.626694049104,42587.486571853624,53879.848044508966,181233.74373410147,144834.90648719182
517,103021,2416.1,02290,POINT (235261.36287925226 1693249.0865794665),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,47.97383487333758,1490.5599489563097,217.75468221545904,3955.223916155792
520,103298,10302.5,02050,POINT (-377341.8893083185 1191875.3325799312),2022,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9555.90781307541,5126.626042813612,3620.9338031672273,57462.83992229271,10517.531284347871
522,103318,17.6,02290,POINT (173847.24036364767 1647802.8469533825),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,55.51108702581237,172.92365767535063,880.3625224266924,1973.5597569207955
525,103405,29501.4,02290,POINT (-53061.97833867897 1600850.9975516328),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,279.17783911823847,0.0,9471.92259388335,2777.0364143021843
532,103759,12.3,02188,POINT (-345161.6024745575 1805354.4899793472),2021,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114691.90634710481,165094.2870021965,41455.643410540564,167312.54681921992,122134.10372707956
533,103774,2770.0,02290,POINT (-141264.18774490288 1468826.137309986),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2889.3790000903605,0.0,32383.57377795537,30755.626716294326
538,103941,42.0,02180,POINT (-526877.4871172654 1668199.8748387385),2015,7,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174001.9027023595,174132.15694221086,2790.1560426757046,279831.32800010405,279809.0511602024
543,104179,748.5,02240,POINT (618355.610814146 1644538.4061090427),2016,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279.0780377260801,735.1458011654146,0.0,831.3183288592301,53846.78182635344
548,104371,1036.0,02050,POINT (-140766.90593435446 1292943.7739146356),2015,6,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,678.9685517032997,1349.836237808747,0.0,792.2782538176226,965.7434204276054
549,104381,16823.9,02290,POINT (-2945.79716433623 1383495.8948328584),2017,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,119.9372580569899,305.44558050180416,0.0,925.971513035137,3645.6330107581334
557,104840,10.8,02122,POINT (133748.41070293693 1093788.8004403242),2018,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2037.2727354843146,44.88272201150857,0.0,2033.340866397345,35804.56074382587
559,105033,119.1,02290,POINT (11780.437884073372 1699153.73635257),2020,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.736352569889277,14746.735269980543,2138.702083712056,15332.621316137993
561,105107,1066.7,02290,POINT (-27262.676164350836 1710204.3599124576),2016,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,992.5672972109102,5556.0885701425195,3756.4228230375884,29015.00362727209
573,105897,22487.5,02090,POINT (263272.63948259724 1680674.8457626768),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,327.5790663370648,56.716722354745116,677.863273926239,18807.916260436516
577,106210,619.9,02290,POINT (-243606.54246500193 1739522.5695598512),2022,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,73954.55360890232,74032.00195526793,861.8111726980035,75105.61748377023,76596.12870046607
579,106246,2855.1,02188,POINT (-293253.9771471179 1799039.145071811),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66108.19164523554,113957.64558146385,8245.86088356484,115033.84583911281,72101.21472000517
584,106426,95.4,02290,POINT (83095.77260208553 1759560.5290911717),2020,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44.62285919781069,168.36715080766507,3005.4752400817606,5335.961761234327,18250.125080835707
589,106685,13.3,02122,POINT (168983.35545670748 1099252.899262734),2022,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.73622033596628,0.0,394.5877377145882,20626.24291250406,2511.9602006871637
595,106909,1321.3,02290,POINT (46758.47485578732 1876075.0232307194),2022,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,105790.60872214349,5724.07221608644,106734.74395766071,3299.503382449829
605,107557,25.0,02290,POINT (-110027.66803868812 1604691.1002607923),2014,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,267.06572790550024,785.0574078818028,0.0,26825.73166570359,18089.896202262942
607,107711,369.8,02050,POINT (-501488.0615600414 1178484.8481004296),2016,7,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81492.71565828759,82526.25973182771,80652.71901057374,181889.7065946267,119156.1966607217
611,107826,350.0,02240,POINT (397013.08997686504 1565109.2765465386),2016,3,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5064.899880152187,3534.301948911372,0.0,6869.390168364097,19878.439813673787
614,107956,19.1,02090,POINT (352886.1695963623 1656862.9114319948),2021,7,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,238.6990701228005,140.97417018752094,460.09518572883127,0.0,25802.64882773218
619,108393,3033.3,02158,POINT (-615002.4285709308 1369278.4935387422),2021,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11862.462277754179,50688.46346285226,1453.4640554929435,267421.3738697008,268903.4806873684
626,108724,16.4,02188,POINT (-381388.80999824416 1929886.9224246033),2021,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134826.04914328328,247113.92307945187,39462.80629764857,250155.73318100127,193389.8572689212
627,108816,10.6,02090,POINT (333274.45665160695 1654771.6990698965),2015,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900.241865006427,71.59153778165015,0.0,1091.1530376755259,9681.764591334257
628,108851,818.0,02240,POINT (571685.089503475 1510164.6619650268),2016,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,770.1353531684648,1155.7252536042754,51.73512278577775,0.0,7079.841593356789
629,108852,755.2,02290,POINT (-78677.43609220852 1796578.3364995653),2016,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,279.06411586042236,12471.447744929832,0.0,15134.996162990643,1838.664547951388
630,108909,20131.9,02290,POINT (-204792.77211609253 1602424.706215343),2017,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,258.50397788989756,40.62069922871384,1531.3632386872807,1263.1949682890938
633,109008,8344.9,02090,POINT (405270.6299838802 1634804.1905047593),2017,6,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,870.3828421955798,204.35440043394956,0.0,2625.3574735107977,30937.890042403687
634,109098,1602.3,02188,POINT (-249574.2469173315 2044433.2594576874),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85503.52545241214,266935.83803018916,90730.8087679738,271409.3105260379,171842.33937448196
635,109182,35748.9,02290,POINT (-35154.69881363276 1619195.8123010816),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,182.79906786547687,545.8814707637221,3704.611895295814,11288.651548907037
638,109250,1995.0,02290,POINT (-6917.083984249413 1401892.1686428261),2014,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1847.6215466276633,0.0,2940.47970082203,342.04392076664317,4854.95746341615
641,109407,3395.0,02290,POINT (48750.78768060958 1454952.3478836096),2015,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2917.606700615384,3056.2981307452287,0.0,3465.2773201449236,3113.282198276662
644,109485,1694.2,02290,POINT (-104923.79446601862 1608840.618530398),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,605.3247142024936,3057.4968485178715,0.0,21748.528177378153,12999.152818125225
646,109591,70.0,02122,POINT (240942.543178346 1181866.6955258714),2018,3,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2813.6758290308617,128.32612167547927,63.86819275288999,962.6787038671257,3214.8626871441197
648,109656,130.3,02290,POINT (-99362.25407216458 1564574.6576052813),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,267.5252872161934,1283.2625269470773,0.0,55234.11110849839,50595.21196941428
650,109739,1908.4,02188,POINT (-321965.0294273713 1773509.8003533501),2018,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103106.26009461733,130953.02612595975,14982.859418541022,142778.47634442456,107869.62259658442
652,109769,55273.5,02290,POINT (-5702.481098758454 1601308.2977535746),2017,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,573.2753772753474,0.0,500.67743938317324,15581.222689553344,20067.443828698797
