,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
3784,251721,3409.6,02290,POINT (-279885.9410889761 1599477.9619908389),2018,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,49569.411386618194,49669.924860707644,0.0,56248.847421653016,55842.780587441426
3786,251733,1000.0,02188,POINT (-337139.7306975868 1805634.4979747739),2014,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106734.42526943343,158309.40877793208,40893.32613303111,159412.31450222066,114127.49793786123
3789,251894,51.6,02290,POINT (-269353.7865132117 1579236.4251567973),2017,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33170.446816948424,37399.12361797054,0.0,35179.98387329407,34690.86224045241
3792,252052,118.8,02290,POINT (192455.85122475727 1760495.9300599517),2021,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,488.535002024384,0.0,4780.764485262598,1758.6115614295918,18508.39318577431
3797,252349,993.0,02290,POINT (352955.04918351845 1893262.787450846),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27532.562820396677,22123.619187538854,0.0,1521.5452499792768,3526.7222579653276
3798,252363,363.7,02290,POINT (-284724.04704984854 1533208.6611596455),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18753.85052887509,22931.06431497257,0.0,19331.441364092818,20733.07068683663
3799,252424,45.0,02290,POINT (-112603.86951493335 1744472.0520988277),2016,4,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2169.9595891916547,130.53575522466429,143.49887671150813,1600.9075671015405
3802,252659,1046.0,02290,POINT (-178406.1835876489 1398803.5237923868),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,875.405371196493,0.0,37733.5431394734,38370.474895086816
3806,252919,144.5,02290,POINT (-41090.89078583839 1795609.9761597093),2015,7,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,24855.341402275622,4290.652623999471,25859.0885587591,1273.1677985701617
3807,252929,10453.7,02050,POINT (-120095.76348117877 1256308.0569537145),2018,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7842.0439294907555,7455.75956230442,0.0,6367.185283828282,16072.83569044505
3808,252963,24179.0,02290,POINT (164584.2869110541 1687549.200229841),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.71254952171081,50.08189666682219,1113.362579250144,2644.093949059562,9277.43469709198
3809,252965,3533.5,02290,POINT (-1235.234462610414 1897955.7797143757),2022,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,133516.69231854015,1635.2862530652783,134714.07436447826,206.19952921116507
3810,253019,137.8,02180,POINT (-853063.0041440713 1615082.954818033),2016,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339125.9484055507,380802.2434887978,311941.51806925726,530366.610342517,528725.0271814096
3814,253256,51763.2,02290,POINT (159656.74585093075 1664717.807992245),2021,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,916.2490839217072,0.0,317.0927819655376,908.990050551855,5682.127687986985
3817,253298,21.5,02290,POINT (114079.84280246912 1915304.1951118838),2020,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,53058.54825946072,1821.3647666196055,57613.91187081706,4791.450713457141
3818,253367,4481.0,02290,POINT (-160100.91698759203 1491239.362947182),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3761.9486352894182,5146.184498598794,0.0,5626.097531807338,1582.099556938577
3825,253774,4904.0,02290,POINT (-203107.54473687723 1659822.4579433715),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16570.31857191037,23392.07653581665,0.0,17538.547309231235,17214.047619887897
3827,253834,27066.0,02240,POINT (609901.3844374364 1498916.8117967453),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,209.85344055592935,6609.013969193632,0.0,475.8731414924296,7587.245554443469
3829,253879,25.0,02020,POINT (240795.86363419355 1265408.419748991),2016,5,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,279.2399932996714,0.0,557.9179383251142,2570.4869783087665,6018.765598861707
3832,253976,6087.9,02270,POINT (-431201.7219003936 1493157.108661074),2017,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5941.493768739022,5694.47594998495,3727.3095958958193,93538.41600287291,91195.35268286944
3841,254466,43.5,02050,POINT (-234177.96725302195 1251803.0045704108),2019,7,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,21487.73802813429,1206.0858607059324,9492.087375522964,2468.126885202469
3849,254691,5988.3,02188,POINT (-403615.243032031 2014495.8556609184),2021,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,163731.84060376458,319211.52616865496,27987.080120932853,322787.7508031229,266450.1748985458
3853,255044,30.9,02090,POINT (254966.98013325004 1651158.3181272987),2021,6,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,992.3840942964996,190.96395742647172,0.0,101.24148618321854,9586.190974494177
3855,255196,13.7,02188,POINT (-392554.19502570597 1790856.3261618754),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161567.2216523651,161300.23041683348,37593.20233763961,213274.76522537926,171035.6634355872
3863,255603,735.0,02070,POINT (-310947.3277169376 1066370.7395127187),2022,6,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,94593.48143357948,305.63681196035185,123309.97564785919,723.8011595897956
3866,255734,53971.4,02290,POINT (268420.4672791926 1917675.5607047991),2022,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1086.2648356844074,285.6740561433056,6200.1213400623665,29746.188139366084
3869,255793,336.6,02290,POINT (-267562.3257068569 1365427.1171435977),2018,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,230.1047323670441,5513.386192086974,0.0,21395.99377791455,25012.216275847666
3870,255802,44.0,02290,POINT (358480.43135581474 1896867.5632878786),2015,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24515.91162767136,26195.475645820916,129.34105444631302,0.0,3033.2095200281697
3875,256034,29048.0,02290,POINT (-226759.85960625706 1395282.589113044),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,416.5496207504381,10222.308460013426,0.0,24692.596425508596,22930.424616310436
3878,256106,13.7,02020,POINT (224143.26099837618 1249999.2050453825),2022,6,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,153.18812829320981,1464.1828232882515,4641.914596245594,10277.447606483009
3879,256200,151.2,02290,POINT (-201696.1746721636 1606073.7633977863),2015,6,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,698.3931224007159,3881.8596838040007,0.0,2830.363069690937,2589.905579069484
3882,256449,48728.3,02050,POINT (-49284.056604772 1233795.9840063013),2015,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34958.43453296872,34047.86434998623,0.0,51098.70800471031,52321.62794712019
3884,256666,465.0,02050,POINT (-190799.04406198478 1282277.143027085),2015,6,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,348.5479521249141,2039.165703661054,0.0,12691.438712847203,12201.177095455398
3885,256672,8606.4,02050,POINT (-124198.66519378417 1220718.885883045),2016,7,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26876.363945121557,26480.734598746476,0.0,25246.88155603178,28696.584806675342
3889,256910,24.7,02240,POINT (343333.0760111133 1565315.6154015532),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5240.976352002712,25247.842972618768,0.0,25283.365127756093,25909.030669839674
3895,257340,15.0,02240,POINT (346049.54577758594 1570809.8029053677),2022,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3833.328609222329,19751.335258336407,0.0,19818.015474871307,20015.62458336193
3897,257481,2239.9,02290,POINT (-137176.91993541815 1798926.9786740593),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21563.242201195975,4479.932917468207,13263.412977577354,1048.608085680833
3898,257511,100524.0,02290,POINT (48536.04149904155 1518428.0375877346),2015,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,206.78130606396306,413.20299401862246,2570.086030298115,1222.5109471285964
3899,257611,9527.4,02290,POINT (-197920.78914471087 1544052.7385411938),2015,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,302.7421521058776,739.4732911662535,0.0,1005.8808767939963,149.99298494969307
3914,258159,6135.2,02290,POINT (397933.2874531619 1944235.6421632182),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.870390801843497,9427.34822700882,0.0,5309.194808163035,749.7004599503603
3915,258179,1968.0,02090,POINT (302974.97995241213 1664769.926470159),2018,5,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.353526706204202,1216.483646153618,0.0,552.7121675566573,7421.330314328412
3917,258360,1554.0,02020,POINT (230702.19077321954 1260035.5408861816),2016,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1341.6814573739216,0.0,1597.4973853742501,10883.198361264826,6937.559912911522
3919,258390,13775.7,02290,POINT (-12652.783470133454 1668961.788635066),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,980.5335438371596,0.0,499.62626104200916,229.59009446502412,2104.028476535544
3922,258466,17.7,02070,POINT (-257098.69624761769 1040906.9362453151),2022,6,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4511.065694435837,134988.99256645312,5.54885367301236,148984.2839145768,8624.92240752474
3926,258557,16.5,02050,POINT (-479988.7248095042 1215665.8786591026),2019,6,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84120.43968040709,83785.86526482627,81991.19540834434,162189.93335563407,105919.30127190307
3928,258629,22.0,02290,POINT (-177104.63413951913 1401245.191162433),2017,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,134.33949833297896,3581.943697893405,0.0,37572.7860496835,38162.120696961836
3932,258733,323.1,02188,POINT (-412730.19150336244 2035425.4981818958),2018,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180196.02397579927,340629.19373756356,44509.17014899996,344269.7140975976,288129.62075494137
3939,259067,363.6,02290,POINT (8332.938349814352 1696341.904256777),2020,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,800.9460110081573,12198.461160438443,4061.696359386441,18792.27589760067
3946,259299,1006.4,02290,POINT (106175.21797459014 1831321.8779798688),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33689.82032377777,1919.818925845309,36431.646351003015,1068.5123925857981
3948,259472,52334.7,02290,POINT (1397.3708467518834 1871202.0077694103),2016,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,111527.3023283159,6690.063894879222,112301.02868122591,517.7607424164584
3951,259560,151.3,02170,POINT (327076.1364660107 1476452.1732579186),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1040.8856953522932,41760.35087569784,0.0,115049.23318320402,116235.2133290546
3954,259757,3879.0,02070,POINT (-189100.3661007216 1196316.3878799756),2015,6,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17385.47916444152,16977.624573697165,0.0,18261.86571723967,17944.256065285095
3963,260174,25.35,02290,POINT (288910.87447039393 1753448.5617006635),2021,7,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,564.173662528414,1183.6114144913718,1141.0545010387475,43672.123643929546
3964,260257,3141.0,02290,POINT (-135148.4821368877 1464539.0437763736),2015,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,744.8077375977434,4419.3917645410165,0.0,39319.24720752861,37990.724266579426
3979,260843,21.7,02290,POINT (-190301.27879732175 1597318.9992005737),2020,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.37953624420585,567.3777457221453,0.0,2749.9015462326374,929.2735707723108
3980,260861,14912.8,02240,POINT (594149.3649359521 1484849.640383733),2019,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,715.9188436872698,138.68639425657204,7.327108970209915,1103.012262066199
3981,260864,128.2,02290,POINT (34435.21353429706 1494224.5931451118),2015,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,321.2003956597947,887.87755753316,0.0,2625.445006212752,5417.33845771202
3990,261091,3237.8,02188,POINT (-269809.0443998339 1767640.513193164),2019,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67152.71101739549,91852.77421488435,5635.456694207311,91527.0676399205,68264.2992546743
3997,261503,122.8,02290,POINT (559914.2653855211 1915806.060506058),2022,9,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,210.0518415505118,2609.928448926539,0.0,974.6676984035654,6306.306020852608
4007,261964,103967.5,02290,POINT (51251.547623042956 1635079.5139025238),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100.21808590322573,4152.394620331158,0.0,24938.4980074398,22573.61408632824
4008,262129,505.2,02188,POINT (-302776.715637865 1894002.304575823),2016,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83704.48742438144,163063.8189531873,2313.725739421145,166432.3993567991,109720.85376405912
4010,262172,25.7,02070,POINT (-209749.33848889853 1036575.9160717361),2019,8,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50694.210269365874,134017.81013789165,175.28948933625583,145800.42635962146,53310.50080667221
4011,262300,31144.2,02290,POINT (500819.92765874387 1832228.868261016),2022,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1409.6739427067523,237.9511843977494,3182.9916860806775,3912.3649215611053
4013,262374,1607.5,02290,POINT (310195.1183785462 1874122.5223708642),2021,7,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,752.4776291358285,6682.027880700594,0.0,3517.0762458155477,931.1253132432764
4018,262566,15199.6,02050,POINT (-171243.55482923 1233692.0961259305),2020,6,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143.0911793388699,2119.081139968799,0.0,1999.0506205440379,5272.474458828158
4020,262651,49.0,02290,POINT (-79493.75711222099 1635918.7723696642),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2588.8403149034743,0.0,5190.593004179824,6961.734135571492,5135.385419702847
4021,262794,39.0,02290,POINT (307789.94120107533 1911492.688047799),2017,7,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,169.03401320807944,4455.112936091361,0.0,211.45224639660395,1103.671909328894
4022,262802,332.0,02090,POINT (316211.1174166901 1612986.0795157508),2017,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280.3111670594595,214.86462814269652,1630.5447016277255,0.0,2376.7679200250773
4026,262913,246.1,02188,POINT (-256656.39517563808 1777266.04590298),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51983.09585094869,77275.9412626684,1721.1713869840987,77362.74605712632,52378.426805163566
4028,262986,903.6,02050,POINT (-274940.3913937304 1322646.3999607768),2019,7,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1506.8449799763137,7122.03913223369,159.73138547352465,41993.19177378853,45247.04264977301
4032,263253,25.0,02170,POINT (367339.0255014426 1397350.397336037),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,61719.245564335346,1314.966552428682,69456.01848256876,33294.76526336884
4034,263318,145.3,02050,POINT (-77564.97092823302 1320581.18604001),2019,6,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,753.0077353079923,0.0,989.3341638019438,3485.622803832122,893.34122691267
4038,263436,81.1,02240,POINT (536463.2199582682 1543315.013558139),2019,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2746.0355641663964,220.28608757077254,0.0,572.7867082181278,6576.844166958726
4043,263815,549.0,02050,POINT (-336520.68651200656 1144600.5540478688),2015,6,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,35546.173252377936,340.0191550230919,47829.68058198413,703.1729033204515
4045,263929,2214.5,02290,POINT (-74640.90095398351 1788767.6217378944),2022,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5234.169187985625,607.5863672091103,7784.620146540202,275.3843042842131
4046,263964,127.0,02050,POINT (-184694.4246522121 1231039.0205854953),2017,6,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,613.1715342805934,0.0,295.3113113901857,2215.05585983994,381.43102023781046
4050,264119,69.0,02290,POINT (447436.24354500306 1805438.390112272),2014,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5642.840614459576,464.6090754306441,0.0,1702.4958670987871,855.4249287337502
4053,264158,106.0,02290,POINT (-24035.606134786154 1716765.9617155143),2015,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,155.8773744805455,8833.33336128106,2269.939326588457,27103.485474989564
4057,264250,10.0,02240,POINT (376499.6959695909 1575956.4854615033),2021,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5364.886366151619,5266.004481664629,0.0,4933.130901402234,27989.47768369727
4060,264648,7464.0,02290,POINT (240659.7834169618 1609180.2813258348),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,144.2611070178587,0.0,5.111102563974713,820.6543590409254,1304.843992088841
4061,264718,1949.4,02068,POINT (93518.10594291586 1520562.7176684807),2015,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,502.04834123278937,0.0,329.21807337628974,3320.808490460607,992.9411678342968
4068,265087,16.8,02180,POINT (-346044.5153228572 1734929.2074298377),2021,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95533.71768975465,96684.90305452721,908.9374762707637,172893.40839670764,147876.0582319864
4069,265173,38.0,02090,POINT (296554.74747006304 1670358.727287248),2022,5,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.06346431279513,1063.4697325330876,19.27157417255684,1930.8637267537883,10806.358891833685
4070,265243,139.5,02170,POINT (217097.6860287232 1280786.3542720263),2020,4,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.89878990450372,0.0,6938.505083026082,8347.09650549182,26169.99914697415
4072,265288,7377.4,02290,POINT (99592.8133723394 1704232.386349417),2015,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,456.1006451517087,4500.3212025672065,1725.3184169048943,23940.436813630626
4073,265346,23271.6,02180,POINT (-354410.3689151282 1713245.7819719226),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78165.4178440019,79066.22484287177,6521.260691847332,169075.4428907368,167498.2574486713
4075,265450,55704.0,02050,POINT (-298545.2605122528 1309993.2156423612),2015,6,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1172.2393535555932,4361.761762497586,0.0,35868.55414327375,43869.295813412195
4085,265806,13.0,02122,POINT (209337.28883498834 1160174.6756707912),2019,7,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2088.240178699951,213.54165524198785,492.8576524596055,4205.748237552361,4294.894974027689
